"","variable","type","n","mean","variance","target_3_moment","target_4_moment","std_mean","std_var","std_target_3_moment","std_target_4_moment","clinic_name"
"934","std_pan_day","num",119,0.160683231539403,0.897408493302272,-0.227609852344022,1.63117966709629,0,1,-0.267735455297598,2.02545006246374,"s  care ntwk"
"935","std_age","num",119,0.102188880367342,0.538152872643296,0.200110667522772,0.787611429329287,0,1,0.506887778406047,2.71957269470401,"s  care ntwk"
"936","std_drive_thru_ind","num",119,-0.237870846174252,0.288360511151075,0.926179300163618,3.08174670139979,0,1,5.98124225696709,37.0617064584061,"s  care ntwk"
"937","resultnegative","bin",2,1,0,0,0,1,0,0,0,"sedation unit"
"938","resultpositive","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"939","pan_day","num",2,83.5,12.5,0,39.0625,0,1,0,0.25,"sedation unit"
"940","age","num",2,10,18,0,81,0,1,0,0.25,"sedation unit"
"941","gendermale","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"942","demo_groupother adult","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"943","demo_grouppatient","bin",2,1,0,0,0,1,0,0,0,"sedation unit"
"944","payor_groupcommercial","bin",2,1,0,0,0,1,0,0,0,"sedation unit"
"945","payor_groupgovernment","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"946","payor_groupmedical assistance","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"947","payor_groupother","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"948","payor_groupself pay","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"949","patient_classemergency","bin",2,0,0,0,0,0,0,0,0,"sedation unit"
"950","patient_classoutpatient","bin",2,0.5,0.5,0,0.0625,0.5,0.5,0,0.0625,"sedation unit"
"951","drive_thru_ind","num",2,0,0,0,0,0,0,0,0,"sedation unit"
"952","std_pan_day","num",2,0.736892714653925,0.01699700387541,1.40946282423116e-18,7.22245351851753e-05,0,1,6.36055874465494e-16,0.250000130668952,"sedation unit"
"953","std_age","num",2,0.290018421192505,0.206268653163291,-1.04083408558608e-17,0.0106366893194495,0,1,-1.11104454980021e-16,0.249999902462117,"sedation unit"
"954","std_drive_thru_ind","num",2,-0.323864628063286,0,0,0,0,0,0,0,"sedation unit"
"955","resultnegative","bin",13,1,0,0,0,1,0,0,0,"transfusion"
"956","resultpositive","bin",13,0,0,0,0,0,0,0,0,"transfusion"
"957","pan_day","num",13,74.0769230769231,858.74358974359,-18206.3896222121,1632860.36175204,0,1,-0.723483413969481,2.21422593819609,"transfusion"
"958","age","num",13,8.69230769230769,43.3974358974359,82.39144287665,2663.71730681699,0,1,0.288194698715507,1.41435992277032,"transfusion"
"959","gendermale","bin",13,0.538461538461538,0.269230769230769,-0.0191169776968593,0.0632330800742271,0.5384615,0.2692308,-0.01911698,0.06323308,"transfusion"
"960","demo_groupother adult","bin",13,0,0,0,0,0,0,0,0,"transfusion"
"961","demo_grouppatient","bin",13,1,0,0,0,1,0,0,0,"transfusion"
"962","payor_groupcommercial","bin",13,0.307692307692308,0.230769230769231,0.0819299044151115,0.0768880641434123,0.3076923,0.2307692,0.0819299,0.07688806,"transfusion"
"963","payor_groupgovernment","bin",13,0.692307692307692,0.230769230769231,-0.0819299044151115,0.0768880641434123,0.6923077,0.2307692,-0.0819299,0.07688806,"transfusion"
"964","payor_groupmedical assistance","bin",13,0,0,0,0,0,0,0,0,"transfusion"
"965","payor_groupother","bin",13,0,0,0,0,0,0,0,0,"transfusion"
"966","payor_groupself pay","bin",13,0,0,0,0,0,0,0,0,"transfusion"
"967","patient_classemergency","bin",13,0,0,0,0,0,0,0,0,"transfusion"
"968","patient_classoutpatient","bin",13,1,0,0,0,1,0,0,0,"transfusion"
"969","drive_thru_ind","num",13,0,0,0,0,0,0,0,0,"transfusion"
"970","std_pan_day","num",13,0.389417432212328,1.16768544982842,-0.91288773702499,3.01907406463586,0,1,-0.7234834158684,2.21422657009188,"transfusion"
"971","std_age","num",13,0.150031992851323,0.497307258516909,0.101070217459819,0.349791770709297,0,1,0.288194622957927,1.41435996832495,"transfusion"
"972","std_drive_thru_ind","num",13,-0.323864628063286,0,0,0,0,0,0,0,"transfusion"
"973","resultnegative","bin",3,1,0,0,0,1,0,0,0,"ultrasound"
"974","resultpositive","bin",3,0,0,0,0,0,0,0,0,"ultrasound"
"975","pan_day","num",3,49,777,7904,402486,0,1,0.36493490414114,0.666666666666667,"ultrasound"
"976","age","num",3,11.3333333333333,81.3333333333333,-53.925925925926,4410.07407407407,0,1,-0.0735181810965052,0.666666656015408,"ultrasound"
"977","gendermale","bin",3,0.666666666666667,0.333333333333333,-0.074074074074074,0.0740740740740741,0.6666667,0.3333333,-0.07407407,0.07407407,"ultrasound"
"978","demo_groupother adult","bin",3,0,0,0,0,0,0,0,0,"ultrasound"
"979","demo_grouppatient","bin",3,1,0,0,0,1,0,0,0,"ultrasound"
"980","payor_groupcommercial","bin",3,0.666666666666667,0.333333333333333,-0.074074074074074,0.0740740740740741,0.6666667,0.3333333,-0.07407407,0.07407407,"ultrasound"
"981","payor_groupgovernment","bin",3,0.333333333333333,0.333333333333333,0.0740740740740741,0.0740740740740741,0.3333333,0.3333333,0.07407407,0.07407407,"ultrasound"
"982","payor_groupmedical assistance","bin",3,0,0,0,0,0,0,0,0,"ultrasound"
"983","payor_groupother","bin",3,0,0,0,0,0,0,0,0,"ultrasound"
"984","payor_groupself pay","bin",3,0,0,0,0,0,0,0,0,"ultrasound"
"985","patient_classemergency","bin",3,0,0,0,0,0,0,0,0,"ultrasound"
"986","patient_classoutpatient","bin",3,1,0,0,0,1,0,0,0,"ultrasound"
"987","drive_thru_ind","num",3,0.333333333333333,0.333333333333333,0.0740740740740741,0.0740740740740741,0,1,0.384900216025272,0.666666763333346,"ultrasound"
"988","std_pan_day","num",3,-0.535292299020005,1.05653376089548,0.396314965414259,0.744175725274636,0,1,0.364934888103283,0.66666659467505,"ultrasound"
"989","std_age","num",3,0.432749681461946,0.932028729108203,-0.0661513486080734,0.579118367922035,0,1,-0.0735181860367627,0.66666674523538,"ultrasound"
"990","std_drive_thru_ind","num",3,0.813164265802827,3.87850411645919,2.93998083026184,10.0285294542606,0,1,0.384900181875569,0.666666708604053,"ultrasound"
"991","resultnegative","bin",16,1,0,0,0,1,0,0,0,"urg care ctr"
"992","resultpositive","bin",16,0,0,0,0,0,0,0,0,"urg care ctr"
"993","pan_day","num",16,64.4375,433.4625,4486.74169921875,402602.036087036,0,1,0.497168690439996,2.14275671648511,"urg care ctr"
"994","age","num",16,8.19375,49.6539583333333,471.932761230469,9507.64141498566,0,1,1.34880545601283,3.85624860656054,"urg care ctr"
"995","gendermale","bin",16,0.5,0.266666666666667,0,0.0625,0.5,0.2666667,0,0.0625,"urg care ctr"
"996","demo_groupother adult","bin",16,0,0,0,0,0,0,0,0,"urg care ctr"
"997","demo_grouppatient","bin",16,1,0,0,0,1,0,0,0,"urg care ctr"
"998","payor_groupcommercial","bin",16,0.6875,0.229166666666667,-0.08056640625,0.0763702392578125,0.6875,0.2291667,-0.08056641,0.07637024,"urg care ctr"
"999","payor_groupgovernment","bin",16,0,0,0,0,0,0,0,0,"urg care ctr"
"1000","payor_groupmedical assistance","bin",16,0.125,0.116666666666667,0.08203125,0.073486328125,0.125,0.1166667,0.08203125,0.07348633,"urg care ctr"
"1001","payor_groupother","bin",16,0.125,0.116666666666667,0.08203125,0.073486328125,0.125,0.1166667,0.08203125,0.07348633,"urg care ctr"
"1002","payor_groupself pay","bin",16,0.0625,0.0625,0.05126953125,0.0482940673828125,0.0625,0.0625,0.05126953,0.04829407,"urg care ctr"
"1003","patient_classemergency","bin",16,0,0,0,0,0,0,0,0,"urg care ctr"
"1004","patient_classoutpatient","bin",16,1,0,0,0,1,0,0,0,"urg care ctr"
"1005","drive_thru_ind","num",16,0,0,0,0,0,0,0,0,"urg care ctr"
"1006","std_pan_day","num",16,0.0339644009391632,0.589405103387591,0.224970000170622,0.744390269977379,0,1,0.497168694348992,2.14275701960226,"urg care ctr"
"1007","std_age","num",16,0.0966621670462475,0.569003061646824,0.578923552478462,1.24851639372758,0,1,1.34880531250887,3.85624703375223,"urg care ctr"
"1008","std_drive_thru_ind","num",16,-0.323864628063286,0,0,0,0,0,0,0,"urg care ctr"
"1009","resultnegative","bin",56,1,0,0,0,1,0,0,0,"urgent care center"
"1010","resultpositive","bin",56,0,0,0,0,0,0,0,0,"urgent care center"
"1011","pan_day","num",56,54.2142857142857,694.462337662338,5424.91508746355,789283.620132237,0,1,0.296428460160774,1.63657413518101,"urgent care center"
"1012","age","num",56,7.35357142857143,41.7265324675325,256.290368713557,5734.41716643537,0,1,0.950854009701556,3.29355317508482,"urgent care center"
"1013","gendermale","bin",56,0.464285714285714,0.253246753246753,0.0177660349854227,0.0631328743231987,0.464285714,0.25324675,0.01776603,0.06313287,"urgent care center"
"1014","demo_groupother adult","bin",56,0,0,0,0,0,0,0,0,"urgent care center"
"1015","demo_grouppatient","bin",56,1,0,0,0,1,0,0,0,"urgent care center"
"1016","payor_groupcommercial","bin",56,0.642857142857143,0.233766233766234,-0.065597667638484,0.0714546022490629,0.642857143,0.23376623,-0.06559767,0.0714546,"urgent care center"
"1017","payor_groupgovernment","bin",56,0,0,0,0,0,0,0,0,"urgent care center"
"1018","payor_groupmedical assistance","bin",56,0.267857142857143,0.199675324675325,0.0910509293002916,0.0807326577793107,0.267857143,0.19967532,0.09105093,0.08073266,"urgent care center"
"1019","payor_groupother","bin",56,0.0357142857142857,0.0350649350649351,0.0319788629737609,0.0308806877342774,0.035714286,0.03506494,0.03197886,0.03088069,"urgent care center"
"1020","payor_groupself pay","bin",56,0.0535714285714286,0.0516233766233766,0.0452692237609329,0.0429895949929717,0.053571429,0.05162338,0.04526922,0.04298959,"urgent care center"
"1021","patient_classemergency","bin",56,0,0,0,0,0,0,0,0,"urgent care center"
"1022","patient_classoutpatient","bin",56,1,0,0,0,1,0,0,0,"urgent care center"
"1023","drive_thru_ind","num",56,0.0357142857142857,0.0350649350649351,0.0319788629737609,0.0308806877342774,0,1,4.87027324178249,25.1154402569428,"urgent care center"
"1024","std_pan_day","num",56,-0.34301588908585,0.944302323565841,0.272011011546484,1.45934445038908,0,1,0.296428460153209,1.63657368418753,"urgent care center"
"1025","std_age","num",56,0.0067223572827138,0.478159758514014,0.314393368951153,0.753027331203592,0,1,0.950854008538758,3.29355311411865,"urgent care center"
"1026","std_drive_thru_ind","num",56,-0.202040103720488,0.407998484978174,1.26923279557177,4.18078646789882,0,1,4.87027482897382,25.1154432858071,"urgent care center"
